,Neighbourhood,year,description,count
2791,Roslindale,2023.0,Protection of Adj. Property,1
2792,Roslindale,2023.0,Right of Entry,1
2793,Roslindale,2023.0,Testing & Certification,2
2794,Roslindale,2023.0,Unsafe Structures,9
2795,Roslindale,2024.0,Electrical Connections,1
2796,Roslindale,2024.0,Failure to Obtain Permit,10
2797,Roslindale,2024.0,Inspections,1
2798,Roslindale,2024.0,Maintenance,6
2799,Roslindale,2024.0,Maintenance of Means of Egress,1
2800,Roslindale,2024.0,Permits,2
2801,Roslindale,2024.0,Right of Entry,1
2802,Roslindale,2024.0,Testing & Certification,1
2803,Roslindale,2024.0,Unsafe Structures,2
2806,Roxbury,2010.0,Application for Permit,1
2807,Roxbury,2010.0,Building or Use of Premise req,4
2808,Roxbury,2010.0,Certificate of Inspection,5
2809,Roxbury,2010.0,Compliance with Permit,2
2810,Roxbury,2010.0,Egress,1
2811,Roxbury,2010.0,Electrical equipment integrity,1
2812,Roxbury,2010.0,Emergency Escape & Rescue,1
2813,Roxbury,2010.0,Failed to comply w PRMT terms,3
2814,Roxbury,2010.0,Failure to call for req Insp.,1
2815,Roxbury,2010.0,Failure to secure permit,6
2816,Roxbury,2010.0,Fire Escape Affidavit,1
2817,Roxbury,2010.0,Fire Wall/Fire Resistance,1
2818,Roxbury,2010.0,Guarding of live parts,1
2819,Roxbury,2010.0,Illegally occupied prior to CO,3
2820,Roxbury,2010.0,Inspections,41
2821,Roxbury,2010.0,Maintenance,4
2822,Roxbury,2010.0,Maintenance of Exterior,1
2823,Roxbury,2010.0,Mass State Plumbing Code,1
2824,Roxbury,2010.0,Means of Egress,1
2825,Roxbury,2010.0,Protection of Adj. Property,1
2826,Roxbury,2010.0,Remove/Making Safe Structure,1
2827,Roxbury,2010.0,Right of Entry,4
2828,Roxbury,2010.0,Smoke Detectors,1
2829,Roxbury,2010.0,Unsafe & Dangerous,4
2830,Roxbury,2010.0,Unsafe Maintenance,28
2831,Roxbury,2010.0,Unsafe Structure,5
2832,Roxbury,2010.0,Unsafe Structures,4
2833,Roxbury,2010.0,Unsafe and Dangerous,49
2834,Roxbury,2010.0,Ventilation,1
2835,Roxbury,2011.0,Arc-Flash Hazard Warning,1
2836,Roxbury,2011.0,Boxes Construct & Install,1
2837,Roxbury,2011.0,Building or Use of Premise req,12
2838,Roxbury,2011.0,Certificate of Inspection,5
2839,Roxbury,2011.0,Certificate of Occupancy,3
2840,Roxbury,2011.0,Construction Safeguards,1
2841,Roxbury,2011.0,Covers,1
2842,Roxbury,2011.0,Electrical Work w/out Permit,1
2843,Roxbury,2011.0,Electrical Work w/out a Permit,2
2844,Roxbury,2011.0,Failed to comply w PRMT terms,1
2845,Roxbury,2011.0,Failure to Obtain Permit,35
2846,Roxbury,2011.0,Failure to secure permit,5
2847,Roxbury,2011.0,Fire Alarm & Detection,1
2848,Roxbury,2011.0,Guarding of Live parts,4
2849,Roxbury,2011.0,Illegally occupied prior to CO,2
2850,Roxbury,2011.0,Inspections,10
2851,Roxbury,2011.0,Maintenance,28
2852,Roxbury,2011.0,Maintenance of Exterior,3
2853,Roxbury,2011.0,Manner of Removal,1
2854,Roxbury,2011.0,Mass State Plumbing Code,2
2855,Roxbury,2011.0,Means of Egress,1
2856,Roxbury,2011.0,Mechanical Execution of Work,4
2857,Roxbury,2011.0,Minimum Requirements,1
2858,Roxbury,2011.0,Mounting & Cooling Equipment,1
2859,Roxbury,2011.0,Openings to be closed.,2
2860,Roxbury,2011.0,Other Laws,3
2861,Roxbury,2011.0,Protection of Adj. Property,1
2862,Roxbury,2011.0,Right of Entry,4
2863,Roxbury,2011.0,Securing & Supporting,2
2864,Roxbury,2011.0,Securing and Supporting,3
2865,Roxbury,2011.0,Side Yard Requirements,1
2866,Roxbury,2011.0,Smoke Detectors,1
2867,Roxbury,2011.0,Unsafe & Dangerous,2
2868,Roxbury,2011.0,Unsafe Maintenance,5
2869,Roxbury,2011.0,Unsafe Structure,1
2870,Roxbury,2011.0,Unsafe Structures,14
2871,Roxbury,2011.0,Unsafe and Dangerous,23
2872,Roxbury,2011.0,Unused openings,2
2873,Roxbury,2011.0,Uses not Permitted,1
2874,Roxbury,2011.0,Uses not permitted,3
2875,Roxbury,2011.0,Wiring Integrity,1
2876,Roxbury,2012.0,Accessible Means of Egress,2
2877,Roxbury,2012.0,Arcing Parts,1
2878,Roxbury,2012.0,Building or Use of Premise req,7
2879,Roxbury,2012.0,Certificate of Inspection,1
2880,Roxbury,2012.0,Certificate of Occupancy,6
2881,Roxbury,2012.0,Compliance with Permit,1
2882,Roxbury,2012.0,Damp or Wet Locations,1
2883,Roxbury,2012.0,Deteriorating Agents,1
2884,Roxbury,2012.0,Egress thru Intervening Spaces,1
2885,Roxbury,2012.0,Electrical Work w/out Permit,1
2886,Roxbury,2012.0,Electrical Work w/out a Permit,2
2887,Roxbury,2012.0,Failed to comply w permit term,6
2888,Roxbury,2012.0,Failure to Obtain Permit,47
2889,Roxbury,2012.0,Failure to Secure Permit,16
2890,Roxbury,2012.0,Failure to secure permit,4
2891,Roxbury,2012.0,Foyer & Lobbies,1
2892,Roxbury,2012.0,Guarding of Live parts,4
2893,Roxbury,2012.0,Handrails,1
2894,Roxbury,2012.0,Horizontal Clearances,1
2895,Roxbury,2012.0,Inspections,4
2896,Roxbury,2012.0,Maintenance,7
2897,Roxbury,2012.0,Mass State Plumbing Code,1
2898,Roxbury,2012.0,Mass. State Electrical Code,2
2899,Roxbury,2012.0,Means of Egress,2
2900,Roxbury,2012.0,Mechanical Execution of Work,3
2901,Roxbury,2012.0,Meter Tapping,2
2902,Roxbury,2012.0,Occupancy,1
2903,Roxbury,2012.0,On Premise Signs,2
2904,Roxbury,2012.0,Openings to be closed.,1
2905,Roxbury,2012.0,Other Laws,1
2906,Roxbury,2012.0,Periodic Inspections,2
2907,Roxbury,2012.0,Permits,2
2908,Roxbury,2012.0,Pull & Junction Boxes,1
2909,Roxbury,2012.0,Right of Entry,10
2910,Roxbury,2012.0,Securing & Supporting,2
2911,Roxbury,2012.0,Securing and Supporting,1
2912,Roxbury,2012.0,Suspension or Revocation,1
2913,Roxbury,2012.0,Temporary Wiring Methods,1
2914,Roxbury,2012.0,Testing & Certification,1
2915,Roxbury,2012.0,Unlawful Acts,2
2916,Roxbury,2012.0,Unlawful Continuance,1
2917,Roxbury,2012.0,Unsafe Maintenance,1
2918,Roxbury,2012.0,Unsafe Structure,2
2919,Roxbury,2012.0,Unsafe Structures,6
2920,Roxbury,2012.0,Unsafe and Dangerous,61
2921,Roxbury,2012.0,Uses not permitted,3
2922,Roxbury,2012.0,Wiring,1
2923,Roxbury,2012.0,Wiring Methods,1
2924,Roxbury,2012.0,Working Without a Permit,1
2925,Roxbury,2013.0,Amended Constuction documanets,1
2926,Roxbury,2013.0,Building or Use of Premise req,11
2927,Roxbury,2013.0,Certificate of Occupancy,4
2928,Roxbury,2013.0,Deteriorating Agents,1
2929,Roxbury,2013.0,Electrical Connections,1
2930,Roxbury,2013.0,Emergency Escape & Rescue,1
2931,Roxbury,2013.0,Emergency escape and rescue,1
2932,Roxbury,2013.0,Exit passageways,1
2933,Roxbury,2013.0,Failed to comply w permit term,5
2934,Roxbury,2013.0,Failure to Obtain Permit,57
2935,Roxbury,2013.0,Failure to Secure Permit,3
2936,Roxbury,2013.0,Failure to call Inspections,1
2937,Roxbury,2013.0,Fire Wall/Fire Resistance,1
2938,Roxbury,2013.0,Foyer & Lobbies,1
2939,Roxbury,2013.0,Guarding of Live parts,1
2940,Roxbury,2013.0,Inspections,4
2941,Roxbury,2013.0,Locks and Latches,1
2942,Roxbury,2013.0,Means of Egress,1
2943,Roxbury,2013.0,Mechanical Execution of Work,3
2944,Roxbury,2013.0,Meter Tapping,1
2945,Roxbury,2013.0,Minimum Requirements,1
2946,Roxbury,2013.0,Number of Services,1
2947,Roxbury,2013.0,Occupancy,1
2948,Roxbury,2013.0,Periodic Inspections,3
2949,Roxbury,2013.0,Permits,1
2950,Roxbury,2013.0,Permits to perform gas fitting,1
2951,Roxbury,2013.0,Protection of Adj. Property,2
2952,Roxbury,2013.0,Protection of conductors,1
2953,Roxbury,2013.0,Revocation of Certificate,1
2954,Roxbury,2013.0,Right of Entry,5
2955,Roxbury,2013.0,Testing & Certification,7
2956,Roxbury,2013.0,Ungrounded Conducters,1
2957,Roxbury,2013.0,Unsafe & Dangerous,4
2958,Roxbury,2013.0,Unsafe and Dangerous,70
2959,Roxbury,2013.0,Uses not permitted,3
2960,Roxbury,2013.0,Working Without a Permit,1
2961,Roxbury,2014.0,Arcing Parts,1
2962,Roxbury,2014.0,Building or Use of Premise req,1
2963,Roxbury,2014.0,Certificate of Inspection,1
2964,Roxbury,2014.0,Certificate of Occupancy,11
2965,Roxbury,2014.0,Commercial Kitchen Hoods,1
2966,Roxbury,2014.0,Compliance with Permit,1
2967,Roxbury,2014.0,Deteriorating Agents,1
2968,Roxbury,2014.0,Egress,1
2969,Roxbury,2014.0,Electrical Connections,1
2970,Roxbury,2014.0,Electrical Work w/out a Permit,1
2971,Roxbury,2014.0,Emergency Escape & Rescue,1
2972,Roxbury,2014.0,Failed to comply w permit term,3
2973,Roxbury,2014.0,Failure to Obtain Permit,36
2974,Roxbury,2014.0,Failure to Secure Permit,9
2975,Roxbury,2014.0,Failure to secure permit,1
2976,Roxbury,2014.0,Fire Protection Systems,1
2977,Roxbury,2014.0,Guarding of Live Ports,1
2978,Roxbury,2014.0,Guarding of Live parts,1
2979,Roxbury,2014.0,Integrity of Elec. Equip.,1
2980,Roxbury,2014.0,Maintenance,9
2981,Roxbury,2014.0,Mass State Plumbing Code,3
2982,Roxbury,2014.0,Mechanical Execution of Work,1
2983,Roxbury,2014.0,Meter Tapping,1
2984,Roxbury,2014.0,Monitoring Fire Alarm Systems,1
2985,Roxbury,2014.0,Periodic Inspections,4
2986,Roxbury,2014.0,Permits,1
2987,Roxbury,2014.0,Permits to perform gas fitting,2
2988,Roxbury,2014.0,Protection of Adj. Property,1
2989,Roxbury,2014.0,Right of Entry,10
2990,Roxbury,2014.0,Room Area,1
2991,Roxbury,2014.0,Securing & Supporting,1
2992,Roxbury,2014.0,Testing & Certification,6
2993,Roxbury,2014.0,Unsafe and Dangerous,55
2994,Roxbury,2014.0,Unused openings,1
2995,Roxbury,2014.0,Uses not permitted,1
2996,Roxbury,2015.0,Accessible Means of Egress,1
2997,Roxbury,2015.0,Any structure for swimming,1
2998,Roxbury,2015.0,Building or Use of Premise req,3
2999,Roxbury,2015.0,Certificate of Inspection,2
3000,Roxbury,2015.0,Certificate of Occupancy,4
3001,Roxbury,2015.0,Emergency Escape,6
3002,Roxbury,2015.0,Failed to comply w PRMT terms,1
3003,Roxbury,2015.0,Failed to comply w permit term,4
3004,Roxbury,2015.0,Failure to Obtain Permit,63
3005,Roxbury,2015.0,Failure to Secure Permit,7
3006,Roxbury,2015.0,Failure to secure permit,7
3007,Roxbury,2015.0,Flexible Metal Conduit,1
3008,Roxbury,2015.0,Foyer & Lobbies,1
3009,Roxbury,2015.0,Inspections,4
3010,Roxbury,2015.0,Locks and Latches,6
3011,Roxbury,2015.0,Maintenance,23
3012,Roxbury,2015.0,Means of Egress,1
3013,Roxbury,2015.0,No use of premises permit:,1
3014,Roxbury,2015.0,Periodic Inspections,5
3015,Roxbury,2015.0,Protection of Adj. Property,2
3016,Roxbury,2015.0,Required Inspections,1
3017,Roxbury,2015.0,Right of Entry,10
3018,Roxbury,2015.0,Stop Work Order,5
3019,Roxbury,2015.0,Testing & Certification,11
3020,Roxbury,2015.0,Unsafe and Dangerous,130
3021,Roxbury,2015.0,Validity of Permit,1
3022,Roxbury,2016.0,Certificate of Occupancy,2
3023,Roxbury,2016.0,Exits Maintained,1
3024,Roxbury,2016.0,Failed to comply w permit term,4
3025,Roxbury,2016.0,Failure to Obtain Permit,33
3026,Roxbury,2016.0,Failure to Secure Permit,2
3027,Roxbury,2016.0,Fire Protection Systems,1
3028,Roxbury,2016.0,Guarding of Live parts,1
3029,Roxbury,2016.0,Installation,1
3030,Roxbury,2016.0,Locks and Latches,1
3031,Roxbury,2016.0,Maintenance,9
3032,Roxbury,2016.0,Materials (A) Min. Standards,2
3033,Roxbury,2016.0,Means of Egress,1
3034,Roxbury,2016.0,No use of premises permit:,1
3035,Roxbury,2016.0,Notice of Violation,1
3036,Roxbury,2016.0,Number of Services,2
3037,Roxbury,2016.0,Periodic Inspections,2
3038,Roxbury,2016.0,Protection of Adj. Property,1
3039,Roxbury,2016.0,Required Inspections,1
3040,Roxbury,2016.0,Right of Entry,6
3041,Roxbury,2016.0,Swimming Pools,1
3042,Roxbury,2016.0,Testing and Maintenance,1
3043,Roxbury,2016.0,Unsafe and Dangerous,40
3044,Roxbury,2016.0,Working Space,1
3045,Roxbury,2017.0,Accessible Means of Egress,2
3046,Roxbury,2017.0,Building or Use of Premise req,1
3047,Roxbury,2017.0,Certificate of Occupancy,2
3048,Roxbury,2017.0,Door Hardware,1
3049,Roxbury,2017.0,Door operations-Egress doors,1
3050,Roxbury,2017.0,Failed to comply w permit term,5
3051,Roxbury,2017.0,Failure to Obtain Permit,33
3052,Roxbury,2017.0,Fire Protection Systems,1
3053,Roxbury,2017.0,Illumination,1
3054,Roxbury,2017.0,Locks and Latches,3
3055,Roxbury,2017.0,Maintenance,9
3056,Roxbury,2017.0,Number of Exits or Exit Access,1
3057,Roxbury,2017.0,Periodic Inspections,3
3058,Roxbury,2017.0,Protection of Adj. Property,3
3059,Roxbury,2017.0,Required Inspections,1
3060,Roxbury,2017.0,Revocation of Cert. of Occ.,3
3061,Roxbury,2017.0,Right of Entry,2
3062,Roxbury,2017.0,Security Grilles,1
3063,Roxbury,2017.0,Testing & Certification,1
3064,Roxbury,2017.0,Unsafe and Dangerous,39
3065,Roxbury,2018.0,Building,1
3066,Roxbury,2018.0,Building or Use of Premise req,2
3067,Roxbury,2018.0,Certificate of Occupancy,1
3068,Roxbury,2018.0,Emergency Escape,1
3069,Roxbury,2018.0,Emergency Escape & Rescue,1
3070,Roxbury,2018.0,Excessive Use of Ext. Cords,1
3071,Roxbury,2018.0,Failed to comply w permit term,7
3072,Roxbury,2018.0,Failure to Obtain Permit,33
3073,Roxbury,2018.0,Failure to secure permit,2
3074,Roxbury,2018.0,Locks and Latches,1
3075,Roxbury,2018.0,Maintenance,11
3076,Roxbury,2018.0,Means of Egress,1
3077,Roxbury,2018.0,Periodic Inspections,1
3078,Roxbury,2018.0,Permits,1
3079,Roxbury,2018.0,Protection of Adj. Property,2
3080,Roxbury,2018.0,Right of Entry,7
3081,Roxbury,2018.0,Suspension or Revocation,1
3082,Roxbury,2018.0,Testing & Certification,3
3083,Roxbury,2018.0,Unsafe and Dangerous,36
3084,Roxbury,2019.0,Accessible Means of Egress,1
3085,Roxbury,2019.0,Building,3
3086,Roxbury,2019.0,Building or Use of Premise req,1
3087,Roxbury,2019.0,Certificate of Occupancy,2
3088,Roxbury,2019.0,Electrical Connections,1
3089,Roxbury,2019.0,Emergency Openings,1
3090,Roxbury,2019.0,Emergency escape and rescue,1
3091,Roxbury,2019.0,Failed to comply w permit term,11
3092,Roxbury,2019.0,Failure to Obtain Permit,47
3093,Roxbury,2019.0,Failure to secure permit,3
3094,Roxbury,2019.0,Fire Protection Systems,5
3095,Roxbury,2019.0,Inspections,1
3096,Roxbury,2019.0,Maintenance,23
3097,Roxbury,2019.0,Maintenance of Means of Egress,2
3098,Roxbury,2019.0,Number of Exits or Exit Access,2
3099,Roxbury,2019.0,Operational Constraints,1
3100,Roxbury,2019.0,Periodic Inspections,6
3101,Roxbury,2019.0,Protection of Adj. Property,4
3102,Roxbury,2019.0,Protection of Pedestrians,1
3103,Roxbury,2019.0,Reg. of Construction Hour,1
3104,Roxbury,2019.0,Right of Entry,7
3105,Roxbury,2019.0,Street Numbers,1
3106,Roxbury,2019.0,Testing & Certification,6
3107,Roxbury,2019.0,Unsafe and Dangerous,64
3108,Roxbury,2019.0,Uses not Permitted,1
3109,Roxbury,2019.0,Validity of Permit,2
3110,Roxbury,2020.0,Building,1
3111,Roxbury,2020.0,Building or Use of Premise req,5
3112,Roxbury,2020.0,Certificate of Occupancy,4
3113,Roxbury,2020.0,Emergency Escape & Rescue,2
3114,Roxbury,2020.0,Exhaust Installation,4
3115,Roxbury,2020.0,Failed to comply w permit term,6
3116,Roxbury,2020.0,Failure to Obtain Permit,58
3117,Roxbury,2020.0,Fire Protection Systems,1
3118,Roxbury,2020.0,Inspections,5
3119,Roxbury,2020.0,Maintenance,17
3120,Roxbury,2020.0,Maintenance of Means of Egress,2
3121,Roxbury,2020.0,No use of premises permit:,4
3122,Roxbury,2020.0,Periodic Inspections,6
3123,Roxbury,2020.0,Permits,1
3124,Roxbury,2020.0,Protection of Adj. Property,1
3125,Roxbury,2020.0,Reg. of Construction Hour,1
3126,Roxbury,2020.0,Right of Entry,3
3127,Roxbury,2020.0,Suspension or Revocation,2
3128,Roxbury,2020.0,Testing & Certification,1
3129,Roxbury,2020.0,Unlawful Continuance,1
3130,Roxbury,2020.0,Unsafe Conditions,1
3131,Roxbury,2020.0,Unsafe and Dangerous,45
3132,Roxbury,2021.0,Certificate of Occupancy,3
3133,Roxbury,2021.0,Elec work w/o per,1
3134,Roxbury,2021.0,Emergency Openings,1
3135,Roxbury,2021.0,Failed to comply w permit term,5
3136,Roxbury,2021.0,Failure to Obtain Permit,41
3137,Roxbury,2021.0,Inspections,4
3138,Roxbury,2021.0,Maintenance,12
3139,Roxbury,2021.0,No use of premises permit:,1
3140,Roxbury,2021.0,Periodic Inspections,1
3141,Roxbury,2021.0,Permits to perform gas fitting,1
3142,Roxbury,2021.0,Right of Entry,3
3143,Roxbury,2021.0,Stop Work Order,1
3144,Roxbury,2021.0,Suspension or Revocation,1
3145,Roxbury,2021.0,Testing & Certification,1
3146,Roxbury,2021.0,Unlawful Continuance,1
3147,Roxbury,2021.0,Unsafe Building & Structures,2
3148,Roxbury,2021.0,Unsafe Structure,2
3149,Roxbury,2021.0,Unsafe Structures,15
3150,Roxbury,2021.0,Unsafe and Dangerous,36
3151,Roxbury,2022.0,Certificate of Occupancy,1
3152,Roxbury,2022.0,Defective material/workmanship,1
3153,Roxbury,2022.0,Failed to comply w permit term,1
3154,Roxbury,2022.0,Failure to Obtain Permit,36
3155,Roxbury,2022.0,Fire Protection Systems,1
3156,Roxbury,2022.0,Inspections,4
3157,Roxbury,2022.0,Maintenance,13
3158,Roxbury,2022.0,No use of premises permit:,1
3159,Roxbury,2022.0,Number of Exits or Exit Access,1
3160,Roxbury,2022.0,Periodic Inspections,1
3161,Roxbury,2022.0,Reg. Access to Roof Areas,1
3162,Roxbury,2022.0,Right of Entry,2
3163,Roxbury,2022.0,Submittal Documents,1
3164,Roxbury,2022.0,Testing & Certification,2
3165,Roxbury,2022.0,Unsafe Structure,1
3166,Roxbury,2022.0,Unsafe Structures,35
3167,Roxbury,2022.0,Unsafe and Dangerous,2
3168,Roxbury,2023.0,Accessible Means of Egress,1
3169,Roxbury,2023.0,Certificate of Occupancy,3
3170,Roxbury,2023.0,Covers & Canopies,1
3171,Roxbury,2023.0,Defective Plumbing,1
3172,Roxbury,2023.0,Emergency Escape & Rescue,1
3173,Roxbury,2023.0,Failure to Obtain Permit,20
3174,Roxbury,2023.0,Maintenance,19
3175,Roxbury,2023.0,National Fuel Gas Code,1
3176,Roxbury,2023.0,Serviceability,1
3177,Roxbury,2023.0,Testing & Certification,2
3178,Roxbury,2023.0,Unsafe Structure,1
3179,Roxbury,2023.0,Unsafe Structures,17
3180,Roxbury,2024.0,Accessible Means of Egress,1
3181,Roxbury,2024.0,Building or Use of Premise req,1
3182,Roxbury,2024.0,Certificate of Occupancy,2
3183,Roxbury,2024.0,Emergency Escape & Rescue,1
3184,Roxbury,2024.0,Failed to comply w permit term,6
3185,Roxbury,2024.0,Failure to Obtain Permit,37
3186,Roxbury,2024.0,Fire Protection Systems,1
3187,Roxbury,2024.0,Guarding of Live parts,1
3188,Roxbury,2024.0,Inspections,1
3189,Roxbury,2024.0,Maintenance,52
3190,Roxbury,2024.0,Maintenance of Means of Egress,3
3191,Roxbury,2024.0,Mass State Plumbing Code,4
3192,Roxbury,2024.0,No use of premises permit:,1
3193,Roxbury,2024.0,Periodic Inspections,1
3194,Roxbury,2024.0,Protection of Adj. Property,2
3195,Roxbury,2024.0,Right of Entry,1
3196,Roxbury,2024.0,Testing & Certification,15
3197,Roxbury,2024.0,Unsafe Structures,15
3198,Roxbury,2024.0,Unsafe and Dangerous,2
3199,Roxbury,2024.0,Working Without a Permit,3
3200,South Boston,2010.0,Abandoned Cable,1
3201,South Boston,2010.0,Access to a Publicway,1
3202,South Boston,2010.0,Building or Use of Premise req,2
3203,South Boston,2010.0,Compliance with Permit,1
3204,South Boston,2010.0,Deteriorating Agents,1
3205,South Boston,2010.0,Electrical Rm Used for Storage,1
3206,South Boston,2010.0,Failed to comply w PRMT terms,1
3207,South Boston,2010.0,Illegally occupied prior to CO,4
3208,South Boston,2010.0,Inspections,10
3209,South Boston,2010.0,Maintenance,3
3210,South Boston,2010.0,Maintenance of Exterior,5
3211,South Boston,2010.0,Mechanical Execution of Work,3
3212,South Boston,2010.0,Protection of Adj. Property,2
3213,South Boston,2010.0,Revocation of Certificate,1
3214,South Boston,2010.0,Stop Work Order,1
3215,South Boston,2010.0,Unsafe & Dangerous,1
3216,South Boston,2010.0,Unsafe Maintenance,4
3217,South Boston,2010.0,Unsafe Structures,2
3218,South Boston,2010.0,Unsafe and Dangerous,13
3219,South Boston,2011.0,Building or Use of Premise req,2
3220,South Boston,2011.0,Electrical Work w/out Permit,1
3221,South Boston,2011.0,Exterior Wall Envelope,1
3222,South Boston,2011.0,Failure to Comply w Bldg Code,1
3223,South Boston,2011.0,Failure to Comply w. Code,1
3224,South Boston,2011.0,Failure to Obtain Permit,1
3225,South Boston,2011.0,Failure to secure permit,4
3226,South Boston,2011.0,Improper Electrical Repair,1
3227,South Boston,2011.0,Inspections,1
3228,South Boston,2011.0,Maintenance,2
3229,South Boston,2011.0,Mechanical Execution of Work,1
3230,South Boston,2011.0,Permits,1
3231,South Boston,2011.0,Referenced Codes,3
3232,South Boston,2011.0,Removal/Making Structure Safe,1
3233,South Boston,2011.0,Signage,1
3234,South Boston,2011.0,Stop Work Order,1
3235,South Boston,2011.0,Unsafe Structures,7
3236,South Boston,2011.0,Unsafe and Dangerous,7
3237,South Boston,2011.0,Wiring Integrity,1
3238,South Boston,2012.0,Access to Public Way,3
3239,South Boston,2012.0,Building or Use of Premise req,2
3240,South Boston,2012.0,Certificate of Occupancy,1
3241,South Boston,2012.0,Common area branch circuits,1
3242,South Boston,2012.0,Deteriorating Agents,1
3243,South Boston,2012.0,Dwelling unit branch circuits.,1
3244,South Boston,2012.0,Exits,1
3245,South Boston,2012.0,Failed to comply w permit term,1
3246,South Boston,2012.0,Failure to Obtain Permit,12
3247,South Boston,2012.0,Failure to Secure Permit,4
3248,South Boston,2012.0,Illegally occupied prior to CO,1
3249,South Boston,2012.0,Maintenance,2
3250,South Boston,2012.0,Mechanical Code,1
3251,South Boston,2012.0,Mechanical Execution of Work,1
3252,South Boston,2012.0,Number of Exits or Exit Access,1
3253,South Boston,2012.0,Protection of Adj. Property,4
3254,South Boston,2012.0,Referenced Codes,1
3255,South Boston,2012.0,Revocation of Permits,1
3256,South Boston,2012.0,Right of Entry,5
3257,South Boston,2012.0,Testing & Certification,1
3258,South Boston,2012.0,Unsafe & Dangerous,3
3259,South Boston,2012.0,Unsafe and Dangerous,14
3260,South Boston,2013.0,Access to Public Way,1
3261,South Boston,2013.0,Approval required,1
3262,South Boston,2013.0,Building or Use of Premise req,1
3263,South Boston,2013.0,Certificate of Occupancy,1
3264,South Boston,2013.0,Electrical Work w/out Permit,1
3265,South Boston,2013.0,Failed to comply w permit term,1
3266,South Boston,2013.0,Failure to Obtain Permit,11
3267,South Boston,2013.0,Failure to Secure Permit,5
3268,South Boston,2013.0,Mass State Plumbing Code,1
3269,South Boston,2013.0,Periodic Inspections,2
3270,South Boston,2013.0,Pool barrier,1
3271,South Boston,2013.0,Right of Entry,5
3272,South Boston,2013.0,Testing & Certification,1
3273,South Boston,2013.0,Unsafe & Dangerous,6
3274,South Boston,2013.0,Unsafe and Dangerous,13
3275,South Boston,2013.0,Working Without a Permit,1
3276,South Boston,2013.0,Workmanship,1
3277,South Boston,2014.0,Approval of Documents,3
3278,South Boston,2014.0,Approved Construction Doc.,1
3279,South Boston,2014.0,Building or Use of Premise req,1
3280,South Boston,2014.0,Certificate of Occupancy,13
3281,South Boston,2014.0,Failed to comply w PRMT terms,2
3282,South Boston,2014.0,Failed to comply w permit term,2
3283,South Boston,2014.0,Failure to Obtain Permit,21
3284,South Boston,2014.0,Failure to Secure Permit,6
3285,South Boston,2014.0,Hand Rails,1
3286,South Boston,2014.0,Maintenance,1
3287,South Boston,2014.0,Mass State Plumbing Code,1
3288,South Boston,2014.0,Means of Egress,1
3289,South Boston,2014.0,Pedestrian Protection,1
3290,South Boston,2014.0,Periodic Inspections,1
3291,South Boston,2014.0,Protection of Adj. Property,9
3292,South Boston,2014.0,Protection of Pedestrians,1
3293,South Boston,2014.0,Required Inspections,1
3294,South Boston,2014.0,Right of Entry,7
3295,South Boston,2014.0,Suspension or Revocation,1
3296,South Boston,2014.0,Testing & Certification,6
3297,South Boston,2014.0,Unsafe & Dangerous,5
3298,South Boston,2014.0,Unsafe Structure,1
3299,South Boston,2014.0,Unsafe and Dangerous,19
3300,South Boston,2014.0,Walkways,1
3301,South Boston,2015.0,Approval of Documents,1
3302,South Boston,2015.0,Building or Use of Premise req,1
3303,South Boston,2015.0,Failure to Obtain Permit,20
3304,South Boston,2015.0,Failure to Secure Permit,3
3305,South Boston,2015.0,Inspections,1
3306,South Boston,2015.0,Maintenance,13
3307,South Boston,2015.0,Occupancy,1
3308,South Boston,2015.0,Protection of Adj. Property,7
3309,South Boston,2015.0,Referenced Codes & Standards,2
3310,South Boston,2015.0,Right of Entry,6
3311,South Boston,2015.0,Testing & Certification,1
3312,South Boston,2015.0,Unsafe & Dangerous,3
3313,South Boston,2015.0,Unsafe Structure,1
3314,South Boston,2015.0,Unsafe and Dangerous,12
3315,South Boston,2015.0,Validity of Permit,1
3316,South Boston,2016.0,Approval of Documents,2
3317,South Boston,2016.0,Building or Use of Premise req,2
3318,South Boston,2016.0,Emergency Escape & Rescue,1
3319,South Boston,2016.0,Exits Maintained,3
3320,South Boston,2016.0,Failed to comply w permit term,1
3321,South Boston,2016.0,Failure to Obtain Permit,10
3322,South Boston,2016.0,Maintenance,12
3323,South Boston,2016.0,Means of Egress,1
3324,South Boston,2016.0,Protection of Adj. Property,3
3325,South Boston,2016.0,Right of Entry,5
3326,South Boston,2016.0,Suspension or Revocation,4
3327,South Boston,2016.0,Unlawful Acts,1
3328,South Boston,2016.0,Unsafe and Dangerous,11
3329,South Boston,2016.0,Validity of Permit,4
3330,South Boston,2017.0,Approved Construction Doc.,1
3331,South Boston,2017.0,Building or Use of Premise req,1
3332,South Boston,2017.0,Door operations-Egress doors,1
3333,South Boston,2017.0,Exits Maintained,1
3334,South Boston,2017.0,Failed to comply w permit term,2
3335,South Boston,2017.0,Failure to Obtain Permit,17
3336,South Boston,2017.0,IEBC,1
3337,South Boston,2017.0,Maintenance,2
3338,South Boston,2017.0,Means of Egress,1
3339,South Boston,2017.0,Municipal Bylaws or Ordinances,2
3340,South Boston,2017.0,Placement of Permit,1
3341,South Boston,2017.0,Protection of Adj. Property,6
3342,South Boston,2017.0,Protection of Pedestrians,1
3343,South Boston,2017.0,Unsafe Structure,4
3344,South Boston,2017.0,Unsafe and Dangerous,16
